invoice_id,date,store_city,category,product_name,quantity,unit_price,total_sales,payment_mode,customer_type
201020,2024-03-02,Coimbatore,Snacks & Packaged Foods,Biscuits,4,4761.74,19046.96,UPI,New
201021,2024-04-08,Madurai,Home Appliances,Mixer,6,290.0,1740.0,Cash,New
201022,2024-09-14,Salem,Fruits & Vegetables,Apple,2,4415.01,8830.02,Cash,New
201023,2024-08-10,Salem,Grocery & Staples,Wheat Flour,1,1750.36,1750.36,Card,New
201024,2024-05-20,Tiruchirappalli,Home Appliances,Mixer,3,1221.25,3663.75,Card,Regular
201025,2024-06-03,Dindigul,Stationery & School Supplies,Notebook,4,3178.35,12713.4,,New
201026,2024-09-17,Coimbatore,Personal Care,Toothpaste,6,1715.74,10294.44,,
201027,2024-10-13,Tiruchirappalli,Grocery & Staples,Rice,3,2884.81,8654.43,UPI,New
201028,2024-01-25,Kovilpatti,Fruits & Vegetables,Apple,7,3706.96,25948.72,Cash,
201029,2024-12-26,Salem,Home & Kitchen,Storage Box,3,2951.73,8855.19,UPI,New
201030,2024-08-27,Madurai,Stationery & School Supplies,Notebook,2,3908.1,7816.2,Cash,Regular
201031,2024-03-14,Tiruchirappalli,Home Appliances,Mixer,4,3969.58,15878.32,,Regular
201032,2024-12-19,Madurai,Kids & Toys,Toy Car,4,3071.3,12285.2,,Regular
201033,2024-11-19,Coimbatore,Bed & Bath,Bedsheet,8,194.48,1555.84,,New
201034,2024-03-15,Chennai,Dairy & Bakery,Milk,7,2843.64,19905.48,Cash,New
201035,2024-07-26,Shoolagiri,Apparel & Footwear,Jeans,7,2878.75,20151.25,,Regular
201036,2024-02-04,Salem,Beverages,Juice,7,634.76,4443.32,,
201037,2024-05-13,Kovilpatti,Kids & Toys,Doll,2,1347.66,2695.32,,New
201038,2024-10-29,Tiruppur,Snacks & Packaged Foods,Biscuits,4,3059.5,12238.0,,Regular
201039,2024-01-02,Kovilpatti,Household & Cleaning,Phenyl,3,1318.98,3956.94,,New
201040,2024-07-27,Dindigul,Personal Care,Soap,6,3272.27,19633.62,Cash,Regular
201041,2024-12-20,Shoolagiri,Household & Cleaning,Dishwash Liquid,6,4191.44,25148.64,,New
201042,2024-11-27,Dindigul,Household & Cleaning,Dishwash Liquid,7,2777.56,19442.92,Cash,New
201043,2024-11-27,Chennai,Home Appliances,Mixer,8,2592.87,20742.96,UPI,
201044,2024-04-19,Coimbatore,Snacks & Packaged Foods,Biscuits,7,3053.11,21371.77,Cash,New
201045,2024-10-24,Tiruchirappalli,Apparel & Footwear,Slippers,8,716.7,5733.6,Card,
201046,2024-11-30,Madurai,Snacks & Packaged Foods,Chips,6,1676.45,10058.7,,New
201047,2024-11-21,Madurai,Household & Cleaning,Dishwash Liquid,2,4389.25,8778.5,UPI,New
201048,2024-08-20,Madurai,Stationery & School Supplies,Pen,6,1135.48,6812.88,,
201049,2024-03-04,Tiruchirappalli,Fruits & Vegetables,Apple,7,2514.92,17604.44,UPI,New
201050,2024-06-01,Hosur,Bed & Bath,Bedsheet,7,1316.84,9217.88,,
201051,2024-11-16,Tiruppur,Household & Cleaning,Detergent,5,3429.59,17147.95,UPI,New
201052,2024-08-04,Chennai,Dairy & Bakery,Butter,1,3463.45,3463.45,UPI,New
201053,2024-10-05,Shoolagiri,Pet Care,Dog Food,7,582.15,4075.05,,Regular
201054,2024-02-29,Dindigul,Personal Care,Toothpaste,5,637.11,3185.55,Card,New
201055,2024-08-07,Shoolagiri,Snacks & Packaged Foods,Noodles,3,4796.25,14388.75,Cash,
201056,2024-12-28,Coimbatore,Dairy & Bakery,Butter,3,373.36,1120.08,UPI,
201057,2024-07-18,Chennai,Grocery & Staples,Toor Dal,1,4342.44,4342.44,Cash,New
201058,2024-08-05,Vellore,Personal Care,Toothpaste,5,3051.09,15255.45,Cash,
201059,2024-06-10,Tiruppur,Apparel & Footwear,Jeans,2,55.23,110.46,Cash,
201060,2024-01-02,Vellore,Apparel & Footwear,T-Shirt,2,2709.66,5419.32,Cash,
201061,2024-11-23,Shoolagiri,Dairy & Bakery,Butter,4,2813.11,11252.44,Card,
201062,2024-06-28,Tiruchirappalli,Home Appliances,Iron Box,6,4796.4,28778.4,UPI,
201063,2024-11-10,Tiruppur,Fruits & Vegetables,Apple,7,1576.77,11037.39,Card,
201064,2024-06-18,Dindigul,Snacks & Packaged Foods,Noodles,7,508.96,3562.72,,
201065,2024-07-03,Tiruppur,Pet Care,Cat Food,4,1385.46,5541.84,,Regular
201066,2024-12-12,Shoolagiri,Home Appliances,Iron Box,8,2444.06,19552.48,Cash,New
201067,2024-11-09,Kovilpatti,Pet Care,Cat Food,1,4815.12,4815.12,Cash,Regular
201068,2024-12-18,Madurai,Pet Care,Dog Food,5,1848.7,9243.5,Card,
201069,2024-05-21,Coimbatore,Snacks & Packaged Foods,Noodles,7,4284.04,29988.28,Card,Regular
201070,2024-07-01,Tiruchirappalli,Household & Cleaning,Dishwash Liquid,7,2408.15,16857.05,Cash,
201071,2024-12-27,Madurai,Beverages,Tea,6,3178.78,19072.68,UPI,
201072,2024-03-22,Dindigul,Snacks & Packaged Foods,Chocolates,5,4918.16,24590.8,Cash,Regular
201073,2024-11-11,Dindigul,Baby Care,Diapers,8,22.05,176.4,Cash,Regular
201074,2024-06-14,Kovilpatti,Pet Care,Dog Food,2,2801.54,5603.08,UPI,Regular
201075,2024-05-25,Tiruchirappalli,Home & Kitchen,Storage Box,8,3555.8,28446.4,UPI,New
201076,2024-03-08,Hosur,Apparel & Footwear,Jeans,6,4082.8,24496.8,UPI,New
201077,2024-08-30,Chennai,Baby Care,Diapers,3,1932.1,5796.3,UPI,New
201078,2024-03-09,Dindigul,Home Appliances,Iron Box,7,359.68,2517.76,Cash,Regular
201079,2024-11-26,Shoolagiri,Grocery & Staples,Rice,8,1599.34,12794.72,Card,New
201080,2024-10-07,Kovilpatti,Pet Care,Cat Food,6,2901.32,17407.92,Card,New
201081,2024-10-25,Hosur,Apparel & Footwear,Jeans,2,4495.03,8990.06,UPI,Regular
201082,2024-03-04,Kovilpatti,Kids & Toys,Doll,6,3338.71,20032.26,,
201083,2024-07-04,Chennai,Personal Care,Toothpaste,6,3727.87,22367.22,Cash,New
201084,2024-06-26,Hosur,Household & Cleaning,Detergent,1,357.12,357.12,Card,
201085,2024-10-03,Tiruppur,Kids & Toys,Doll,4,1932.17,7728.68,UPI,Regular
201086,2024-07-22,Chennai,Fruits & Vegetables,Banana,1,815.83,815.83,,Regular
201087,2024-07-12,Shoolagiri,Bed & Bath,Towel,2,1607.77,3215.54,Cash,Regular
201088,2024-09-02,Kovilpatti,Home Appliances,Mixer,4,683.06,2732.24,Card,Regular
201089,2024-08-08,Shoolagiri,Household & Cleaning,Dishwash Liquid,3,2854.71,8564.13,Cash,New
201090,2024-11-06,Vellore,Snacks & Packaged Foods,Chocolates,2,1111.92,2223.84,UPI,
201091,2024-04-09,Salem,Apparel & Footwear,Slippers,1,512.5,512.5,Cash,
201092,2024-11-11,Coimbatore,Fruits & Vegetables,Onion,3,2446.96,7340.88,Cash,Regular
201093,2024-10-30,Tiruchirappalli,Household & Cleaning,Phenyl,5,3409.05,17045.25,UPI,
201094,2024-01-13,Kovilpatti,Stationery & School Supplies,Notebook,8,4235.26,33882.08,UPI,Regular
201095,2024-12-09,Salem,Apparel & Footwear,T-Shirt,2,868.19,1736.38,Card,Regular
201096,2024-12-26,Kovilpatti,Home Appliances,Mixer,8,366.2,2929.6,,Regular
201097,2024-06-02,Shoolagiri,Dairy & Bakery,Curd,7,434.05,3038.35,Card,Regular
201098,2024-09-11,Tiruppur,Snacks & Packaged Foods,Biscuits,4,4701.27,18805.08,UPI,
201099,2024-01-10,Vellore,Snacks & Packaged Foods,Chocolates,1,3158.95,3158.95,UPI,
201100,2024-03-15,Shoolagiri,Beverages,Soft Drink,7,1946.94,13628.58,Card,New
201101,2024-07-28,Tiruppur,Grocery & Staples,Wheat Flour,5,100.05,500.25,,Regular
201102,2024-08-26,Chennai,Beverages,Tea,7,1270.39,8892.73,,New
201103,2024-08-31,Salem,Beverages,Tea,6,3405.27,20431.62,Card,
201104,2024-09-14,Tiruchirappalli,Snacks & Packaged Foods,Noodles,8,696.72,5573.76,,New
201105,2024-11-13,Kovilpatti,Baby Care,Baby Soap,5,2691.36,13456.8,UPI,
201106,2024-05-22,Tiruchirappalli,Home & Kitchen,Storage Box,8,123.39,987.12,Cash,
201107,2024-04-08,Coimbatore,Home & Kitchen,Cookware,1,1033.75,1033.75,UPI,Regular
201108,2024-10-10,Salem,Grocery & Staples,Rice,5,2016.5,10082.5,UPI,
201109,2024-03-17,Dindigul,Stationery & School Supplies,Notebook,1,4165.83,4165.83,Card,Regular
201110,2024-04-01,Tiruppur,Pet Care,Cat Food,5,2570.08,12850.4,UPI,Regular
201111,2024-09-25,Shoolagiri,Home & Kitchen,Storage Box,2,1882.85,3765.7,Cash,New
201112,2024-03-25,Dindigul,Pet Care,Dog Food,5,2310.2,11551.0,Card,New
201113,2024-01-30,Chennai,Fruits & Vegetables,Banana,8,2118.97,16951.76,,New
201114,2024-03-29,Chennai,Kids & Toys,Doll,8,3142.38,25139.04,Card,
201115,2024-06-03,Salem,Pet Care,Dog Food,2,2671.63,5343.26,UPI,Regular
201116,2024-08-13,Kovilpatti,Fruits & Vegetables,Tomato,2,4181.36,8362.72,Card,New
201117,2024-11-30,Madurai,Personal Care,Toothpaste,4,1173.51,4694.04,Card,New
201118,2024-08-04,Tiruchirappalli,Grocery & Staples,Sugar,8,671.46,5371.68,Card,Regular
201119,2024-03-04,Shoolagiri,Beverages,Juice,8,818.85,6550.8,UPI,Regular
201120,2024-03-19,Salem,Pet Care,Dog Food,4,417.38,1669.52,Card,New
201121,2024-08-13,Tiruchirappalli,Bed & Bath,Towel,4,803.55,3214.2,,Regular
201122,2024-05-18,Shoolagiri,Stationery & School Supplies,Pen,6,3205.9,19235.4,UPI,
201123,2024-01-02,Dindigul,Dairy & Bakery,Curd,3,1850.73,5552.19,UPI,
201124,2024-03-25,Coimbatore,Bed & Bath,Bedsheet,6,3632.3,21793.8,UPI,
201125,2024-06-14,Hosur,Beverages,Juice,6,4043.56,24261.36,Card,New
201126,2024-03-12,Tiruchirappalli,Household & Cleaning,Dishwash Liquid,1,1988.75,1988.75,,New
201127,2024-09-06,Madurai,Beverages,Coffee,2,3180.6,6361.2,Card,New
201128,2024-01-06,Kovilpatti,Kids & Toys,Doll,3,3895.48,11686.44,Card,New
201129,2024-03-19,Madurai,Fruits & Vegetables,Onion,1,4743.69,4743.69,UPI,Regular
201130,2024-07-13,Tiruppur,Bed & Bath,Towel,7,105.82,740.74,Card,Regular
201131,2024-11-24,Madurai,Pet Care,Cat Food,6,869.26,5215.56,UPI,Regular
201132,2024-09-13,Salem,Personal Care,Soap,5,3664.44,18322.2,,
201133,2024-01-26,Coimbatore,Dairy & Bakery,Milk,7,3831.68,26821.76,UPI,Regular
201134,2024-07-28,Hosur,Baby Care,Diapers,4,2131.78,8527.12,Cash,Regular
201135,2024-07-10,Shoolagiri,Pet Care,Cat Food,2,3398.94,6797.88,Card,New
201136,2024-11-15,Vellore,Home Appliances,Mixer,7,4673.24,32712.68,Cash,
201137,2024-01-25,Kovilpatti,Grocery & Staples,Rice,8,723.42,5787.36,Card,Regular
201138,2024-03-23,Tiruchirappalli,Bed & Bath,Towel,7,2226.28,15583.96,,New
201139,2024-02-04,Tiruchirappalli,Kids & Toys,Doll,3,1527.66,4582.98,UPI,
201140,2024-11-27,Vellore,Snacks & Packaged Foods,Chocolates,2,4003.24,8006.48,,
201141,2024-04-13,Coimbatore,Baby Care,Diapers,2,2276.76,4553.52,UPI,
201142,2024-11-05,Chennai,Snacks & Packaged Foods,Biscuits,4,1008.68,4034.72,Card,New
201143,2024-10-22,Shoolagiri,Home Appliances,Mixer,7,1744.38,12210.66,,New
201144,2024-07-18,Vellore,Kids & Toys,Toy Car,1,2864.5,2864.5,,New
201145,2024-11-11,Madurai,Fruits & Vegetables,Tomato,1,3111.07,3111.07,Cash,New
201146,2024-05-07,Vellore,Household & Cleaning,Phenyl,8,1671.57,13372.56,,
201147,2024-12-14,Madurai,Fruits & Vegetables,Onion,8,2547.45,20379.6,Card,Regular
201148,2024-12-04,Madurai,Dairy & Bakery,Milk,6,1706.69,10240.14,UPI,
201149,2024-03-20,Kovilpatti,Household & Cleaning,Dishwash Liquid,2,3496.44,6992.88,Cash,Regular
201150,2024-01-04,Kovilpatti,Bed & Bath,Towel,3,1301.52,3904.56,Cash,New
201151,2024-05-16,Hosur,Beverages,Tea,7,4226.07,29582.49,,Regular
201152,2024-05-05,Shoolagiri,Stationery & School Supplies,Pen,8,3671.69,29373.52,Card,
201153,2024-08-04,Chennai,Stationery & School Supplies,Notebook,5,3045.7,15228.5,,
201154,2024-04-06,Salem,Snacks & Packaged Foods,Chips,7,2099.77,14698.39,,Regular
201155,2024-12-16,Hosur,Dairy & Bakery,Curd,2,3600.95,7201.9,Card,
201156,2024-01-15,Shoolagiri,Bed & Bath,Towel,5,2315.09,11575.45,,New
201157,2024-09-06,Salem,Apparel & Footwear,Slippers,6,1164.59,6987.54,,
201158,2024-09-27,Coimbatore,Grocery & Staples,Toor Dal,5,4666.06,23330.3,,
201159,2024-03-08,Salem,Grocery & Staples,Wheat Flour,3,4330.86,12992.58,Card,New
201160,2024-09-18,Dindigul,Baby Care,Baby Soap,2,2805.82,5611.64,Card,Regular
201161,2024-11-04,Hosur,Snacks & Packaged Foods,Chocolates,8,3137.67,25101.36,UPI,Regular
201162,2024-03-17,Tiruppur,Dairy & Bakery,Curd,3,666.57,1999.71,,Regular
201163,2024-02-13,Vellore,Bed & Bath,Towel,4,25.03,100.12,Cash,
201164,2024-07-11,Shoolagiri,Pet Care,Cat Food,2,4379.76,8759.52,,New
201165,2024-01-24,Salem,Fruits & Vegetables,Tomato,1,2462.1,2462.1,,Regular
201166,2024-06-13,Chennai,Bed & Bath,Bedsheet,7,3433.49,24034.43,Cash,
201167,2024-04-29,Tiruchirappalli,Pet Care,Cat Food,6,4951.03,29706.18,UPI,
201168,2024-08-03,Salem,Grocery & Staples,Toor Dal,1,812.76,812.76,Cash,
201169,2024-08-08,Madurai,Bed & Bath,Bedsheet,5,2099.62,10498.1,Card,Regular
201170,2024-03-11,Chennai,Kids & Toys,Toy Car,1,2355.53,2355.53,Card,
201171,2024-06-13,Hosur,Pet Care,Cat Food,6,3116.04,18696.24,Cash,New
201172,2024-10-19,Tiruppur,Baby Care,Baby Soap,7,3699.66,25897.62,,Regular
201173,2024-09-27,Salem,Snacks & Packaged Foods,Biscuits,3,3057.87,9173.61,Cash,
201174,2024-04-22,Madurai,Household & Cleaning,Detergent,7,274.58,1922.06,Card,Regular
201175,2024-03-11,Tiruppur,Home Appliances,Iron Box,8,3072.69,24581.52,Cash,Regular
201176,2024-07-08,Vellore,Home & Kitchen,Cookware,5,1821.87,9109.35,Card,New
201177,2024-10-23,Shoolagiri,Home Appliances,Mixer,3,674.49,2023.47,UPI,
201178,2024-01-29,Tiruppur,Grocery & Staples,Sugar,8,4824.38,38595.04,,New
201179,2024-01-02,Shoolagiri,Baby Care,Diapers,2,176.21,352.42,UPI,
201180,2024-07-11,Shoolagiri,Personal Care,Shampoo,3,3570.0,10710.0,,Regular
201181,2024-07-05,Tiruchirappalli,Grocery & Staples,Rice,5,3188.84,15944.2,Cash,Regular
201182,2024-03-08,Madurai,Home Appliances,Mixer,1,4660.79,4660.79,Cash,Regular
201183,2024-08-20,Madurai,Baby Care,Baby Soap,5,2262.63,11313.15,UPI,New
201184,2024-01-01,Dindigul,Grocery & Staples,Wheat Flour,1,1163.56,1163.56,UPI,New
201185,2024-01-04,Vellore,Personal Care,Shampoo,7,1257.65,8803.55,Card,Regular
201186,2024-07-25,Tiruppur,Personal Care,Soap,8,127.35,1018.8,UPI,
201187,2024-01-22,Tiruchirappalli,Apparel & Footwear,Jeans,2,3484.27,6968.54,,New
201188,2024-09-23,Dindigul,Fruits & Vegetables,Apple,6,4572.66,27435.96,UPI,New
201189,2024-08-21,Coimbatore,Fruits & Vegetables,Tomato,6,409.0,2454.0,UPI,
201190,2024-09-10,Chennai,Stationery & School Supplies,Pen,8,1945.03,15560.24,Cash,Regular
201191,2024-07-05,Kovilpatti,Kids & Toys,Doll,3,507.85,1523.55,,New
201192,2024-06-16,Shoolagiri,Home Appliances,Iron Box,2,4335.71,8671.42,Card,Regular
201193,2024-01-15,Hosur,Kids & Toys,Doll,3,668.3,2004.9,UPI,New
201194,2024-01-17,Dindigul,Kids & Toys,Toy Car,1,2449.66,2449.66,,
201195,2024-04-09,Coimbatore,Grocery & Staples,Toor Dal,3,4915.65,14746.95,,
201196,2024-01-13,Madurai,Home & Kitchen,Cookware,3,4675.1,14025.3,UPI,New
201197,2024-10-13,Hosur,Home Appliances,Iron Box,7,2696.12,18872.84,Card,Regular
201198,2024-11-19,Coimbatore,Beverages,Soft Drink,7,78.83,551.81,Card,New
201199,2024-03-21,Salem,Fruits & Vegetables,Banana,4,1495.07,5980.28,,New
201200,2024-11-28,Tiruchirappalli,Home Appliances,Iron Box,8,485.76,3886.08,Cash,Regular
201201,2024-04-18,Madurai,Home Appliances,Iron Box,3,4820.64,14461.92,Cash,Regular
201202,2024-09-04,Salem,Household & Cleaning,Detergent,3,3698.9,11096.7,Card,Regular
201203,2024-08-25,Salem,Bed & Bath,Towel,8,2670.28,21362.24,,
201204,2024-11-15,Vellore,Grocery & Staples,Wheat Flour,3,2295.81,6887.43,Card,New
201205,2024-07-28,Madurai,Grocery & Staples,Toor Dal,1,532.75,532.75,Cash,
201206,2024-01-10,Vellore,Dairy & Bakery,Bread,7,4502.47,31517.29,,Regular
201207,2024-08-21,Shoolagiri,Apparel & Footwear,Jeans,1,819.38,819.38,UPI,Regular
201208,2024-12-09,Salem,Home & Kitchen,Storage Box,5,2366.84,11834.2,UPI,New
201209,2024-02-17,Shoolagiri,Home & Kitchen,Cookware,7,3426.96,23988.72,Cash,
201210,2024-08-03,Dindigul,Pet Care,Dog Food,4,1920.96,7683.84,Cash,
201211,2024-09-11,Tiruchirappalli,Personal Care,Soap,4,411.51,1646.04,UPI,New
201212,2024-02-16,Kovilpatti,Home Appliances,Iron Box,3,4142.62,12427.86,Cash,
201213,2024-10-23,Salem,Fruits & Vegetables,Banana,7,3806.53,26645.71,UPI,New
201214,2024-11-20,Shoolagiri,Pet Care,Cat Food,3,969.36,2908.08,Card,Regular
201215,2024-05-18,Chennai,Beverages,Soft Drink,5,3520.22,17601.1,Cash,Regular
201216,2024-07-03,Dindigul,Pet Care,Cat Food,2,51.98,103.96,Card,
201217,2024-09-28,Kovilpatti,Home Appliances,Iron Box,3,1923.24,5769.72,UPI,
201218,2024-01-16,Chennai,Beverages,Tea,1,1070.73,1070.73,UPI,
201219,2024-07-26,Coimbatore,Baby Care,Diapers,6,2656.99,15941.94,Cash,
201220,2024-05-14,Shoolagiri,Home & Kitchen,Cookware,3,1942.79,5828.37,UPI,
201221,2024-03-28,Shoolagiri,Dairy & Bakery,Milk,5,2623.0,13115.0,Card,
201222,2024-07-10,Dindigul,Household & Cleaning,Dishwash Liquid,5,4711.96,23559.8,Card,
201223,2024-04-17,Tiruchirappalli,Pet Care,Cat Food,3,4690.5,14071.5,Cash,Regular
201224,2024-01-30,Hosur,Snacks & Packaged Foods,Chips,8,133.39,1067.12,Cash,Regular
201225,2024-11-25,Hosur,Pet Care,Dog Food,3,1108.14,3324.42,UPI,Regular
201226,2024-06-11,Madurai,Pet Care,Dog Food,2,2836.7,5673.4,UPI,
201227,2024-07-23,Coimbatore,Kids & Toys,Toy Car,2,1326.9,2653.8,Cash,Regular
201228,2024-11-09,Tiruchirappalli,Household & Cleaning,Dishwash Liquid,5,1812.78,9063.9,UPI,New
201229,2024-06-23,Salem,Household & Cleaning,Detergent,3,743.68,2231.04,Card,
201230,2024-10-31,Coimbatore,Bed & Bath,Towel,6,3147.17,18883.02,Cash,
201231,2024-11-17,Tiruppur,Stationery & School Supplies,Pen,8,3269.95,26159.6,Card,New
201232,2024-09-29,Chennai,Bed & Bath,Bedsheet,4,4851.34,19405.36,UPI,New
201233,2024-12-20,Chennai,Stationery & School Supplies,Notebook,1,4775.3,4775.3,Card,New
201234,2024-06-07,Hosur,Fruits & Vegetables,Onion,2,3921.89,7843.78,UPI,
201235,2024-11-21,Dindigul,Beverages,Soft Drink,2,3950.55,7901.1,Card,New
201236,2024-11-21,Hosur,Snacks & Packaged Foods,Chips,6,320.02,1920.12,Cash,New
201237,2024-07-01,Coimbatore,Home Appliances,Iron Box,8,210.77,1686.16,Card,New
201238,2024-08-27,Madurai,Baby Care,Diapers,1,3867.35,3867.35,Card,Regular
201239,2024-02-16,Tiruchirappalli,Household & Cleaning,Dishwash Liquid,7,4393.5,30754.5,Card,
201240,2024-10-12,Kovilpatti,Bed & Bath,Bedsheet,8,1080.01,8640.08,Cash,
201241,2024-06-18,Dindigul,Baby Care,Diapers,7,4694.63,32862.41,Cash,New
201242,2024-12-20,Madurai,Home & Kitchen,Storage Box,2,3013.44,6026.88,UPI,
201243,2024-09-19,Tiruchirappalli,Stationery & School Supplies,Pen,4,1789.03,7156.12,Cash,New
201244,2024-03-08,Coimbatore,Home Appliances,Iron Box,7,4709.73,32968.11,UPI,New
201245,2024-02-12,Dindigul,Beverages,Soft Drink,4,1860.6,7442.4,UPI,New
201246,2024-10-23,Shoolagiri,Snacks & Packaged Foods,Chips,1,3879.08,3879.08,Card,Regular
201247,2024-02-15,Madurai,Dairy & Bakery,Curd,7,3322.12,23254.84,UPI,
201248,2024-02-04,Salem,Home & Kitchen,Cookware,5,1927.37,9636.85,Cash,
201249,2024-02-27,Hosur,Fruits & Vegetables,Banana,6,460.95,2765.7,Card,Regular
201250,2024-06-20,Coimbatore,Household & Cleaning,Dishwash Liquid,5,3627.05,18135.25,UPI,Regular
201251,2024-02-07,Dindigul,Bed & Bath,Towel,5,4764.75,23823.75,,Regular
201252,2024-11-03,Chennai,Home & Kitchen,Storage Box,4,4855.64,19422.56,Card,Regular
201253,2024-08-24,Salem,Pet Care,Dog Food,2,1674.38,3348.76,Card,Regular
201254,2024-01-10,Tiruppur,Snacks & Packaged Foods,Chips,7,3835.08,26845.56,Cash,Regular
201255,2024-11-08,Madurai,Kids & Toys,Doll,3,2801.24,8403.72,Cash,
201256,2024-02-23,Tiruppur,Pet Care,Dog Food,2,3068.06,6136.12,Card,
201257,2024-02-16,Chennai,Home & Kitchen,Storage Box,3,1733.5,5200.5,Card,Regular
201258,2024-09-13,Coimbatore,Grocery & Staples,Toor Dal,5,4828.06,24140.3,Cash,
201259,2024-09-11,Tiruppur,Household & Cleaning,Detergent,3,3015.11,9045.33,Cash,New
201260,2024-05-24,Tiruchirappalli,Kids & Toys,Doll,8,531.12,4248.96,Cash,Regular
201261,2024-12-22,Salem,Apparel & Footwear,Slippers,1,3832.87,3832.87,Card,Regular
201262,2024-11-01,Dindigul,Fruits & Vegetables,Onion,7,4448.48,31139.36,UPI,New
201263,2024-10-04,Tiruchirappalli,Home & Kitchen,Storage Box,5,1616.26,8081.3,,New
201264,2024-02-25,Hosur,Bed & Bath,Towel,4,450.52,1802.08,Cash,New
201265,2024-08-26,Chennai,Home Appliances,Iron Box,6,1033.56,6201.36,UPI,
201266,2024-10-06,Vellore,Household & Cleaning,Detergent,4,1951.64,7806.56,Card,Regular
201267,2024-10-10,Coimbatore,Baby Care,Diapers,4,2802.56,11210.24,Cash,Regular
201268,2024-10-09,Vellore,Home & Kitchen,Cookware,3,483.22,1449.66,Cash,Regular
201269,2024-12-26,Chennai,Stationery & School Supplies,Pen,2,388.71,777.42,Cash,New
201270,2024-04-20,Shoolagiri,Baby Care,Diapers,3,4823.29,14469.87,Cash,
201271,2024-09-30,Chennai,Home & Kitchen,Cookware,7,895.72,6270.04,Cash,New
201272,2024-10-23,Tiruppur,Apparel & Footwear,T-Shirt,2,2543.39,5086.78,Cash,New
201273,2024-05-02,Tiruppur,Personal Care,Soap,6,3191.97,19151.82,Cash,
201274,2024-09-04,Hosur,Baby Care,Diapers,4,324.73,1298.92,,Regular
201275,2024-02-10,Hosur,Household & Cleaning,Dishwash Liquid,1,54.56,54.56,,Regular
201276,2024-05-29,Coimbatore,Personal Care,Toothpaste,5,1450.96,7254.8,,New
201277,2024-10-07,Chennai,Dairy & Bakery,Curd,2,2349.73,4699.46,Card,
201278,2024-09-15,Vellore,Baby Care,Baby Soap,8,3685.95,29487.6,Card,Regular
201279,2024-05-05,Shoolagiri,Bed & Bath,Towel,2,4904.56,9809.12,,New
201280,2024-02-29,Kovilpatti,Bed & Bath,Towel,7,4754.94,33284.58,Cash,New
201281,2024-02-24,Salem,Stationery & School Supplies,Notebook,1,3592.07,3592.07,Card,New
201282,2024-12-30,Vellore,Personal Care,Shampoo,7,363.58,2545.06,Card,Regular
201283,2024-08-07,Shoolagiri,Kids & Toys,Doll,1,2378.64,2378.64,Card,
201284,2024-01-31,Hosur,Household & Cleaning,Dishwash Liquid,8,2629.36,21034.88,Cash,New
201285,2024-04-11,Tiruppur,Apparel & Footwear,Slippers,1,4895.52,4895.52,Cash,Regular
201286,2024-11-08,Tiruchirappalli,Snacks & Packaged Foods,Chips,5,3850.52,19252.6,,
201287,2024-02-26,Kovilpatti,Household & Cleaning,Dishwash Liquid,7,4188.21,29317.47,,
201288,2024-06-04,Vellore,Stationery & School Supplies,Pen,4,1370.03,5480.12,Cash,New
201289,2024-12-17,Shoolagiri,Snacks & Packaged Foods,Chips,2,168.91,337.82,,Regular
201290,2024-06-16,Coimbatore,Baby Care,Baby Soap,4,4365.82,17463.28,UPI,New
201291,2024-04-28,Madurai,Dairy & Bakery,Butter,3,1085.14,3255.42,Card,Regular
201292,2024-09-18,Tiruchirappalli,Bed & Bath,Towel,7,2775.21,19426.47,Card,
201293,2024-04-26,Kovilpatti,Beverages,Coffee,8,557.01,4456.08,Card,Regular
201294,2024-11-29,Dindigul,Household & Cleaning,Dishwash Liquid,8,1022.3,8178.4,UPI,Regular
201295,2024-02-23,Hosur,Household & Cleaning,Detergent,7,307.85,2154.95,,New
201296,2024-01-23,Tiruppur,Apparel & Footwear,Jeans,5,4799.74,23998.7,Card,
201297,2024-12-12,Tiruchirappalli,Beverages,Coffee,6,4914.27,29485.62,Card,New
201298,2024-09-15,Hosur,Fruits & Vegetables,Tomato,3,1745.79,5237.37,,Regular
201299,2024-01-06,Dindigul,Home Appliances,Mixer,4,1915.57,7662.28,UPI,
201300,2024-11-22,Madurai,Baby Care,Baby Soap,4,4890.72,19562.88,Card,Regular
201301,2024-09-17,Coimbatore,Baby Care,Diapers,2,858.74,1717.48,UPI,
201302,2024-08-10,Chennai,Bed & Bath,Bedsheet,7,1799.82,12598.74,Card,
201303,2024-01-21,Tiruppur,Kids & Toys,Doll,2,3613.6,7227.2,Card,
201304,2024-06-06,Madurai,Home & Kitchen,Cookware,3,3319.61,9958.83,Cash,Regular
201305,2024-04-22,Madurai,Household & Cleaning,Phenyl,3,2546.33,7638.99,,Regular
201306,2024-08-19,Madurai,Bed & Bath,Towel,1,1253.46,1253.46,UPI,New
201307,2024-06-03,Madurai,Bed & Bath,Bedsheet,2,4882.08,9764.16,UPI,
201308,2024-12-15,Shoolagiri,Beverages,Soft Drink,8,548.71,4389.68,Card,
201309,2024-02-27,Hosur,Home & Kitchen,Cookware,4,1754.88,7019.52,Card,
201310,2024-08-28,Tiruppur,Apparel & Footwear,T-Shirt,2,23.49,46.98,,New
201311,2024-03-24,Chennai,Beverages,Soft Drink,5,977.7,4888.5,Cash,Regular
201312,2024-04-27,Salem,Snacks & Packaged Foods,Noodles,2,765.83,1531.66,Card,
